Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1021/acssuschemeng.8b04078,MAPbI,MAPbI3,19.7,0.94,19.7,1.6
10.1016/j.orgel.2017.06.006,MAPbI,MAPbI3,19.7,1.061,20.11,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,19.7,1.05,20.1,1.6
10.1016/j.jpowsour.2018.05.091,MAPbI,MAPbI3,19.69,1.074,21.21,1.6
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,19.69,1.01,20.02,1.6
10.1016/j.orgel.2019.105573,MAPbI,MAPbI3,19.68,1.0,20.2,
10.1039/c6qm00248j,MAPbI,MAPbI3,19.68,1.12,19.94,1.6
10.1039/c9tc00902g,MAPbI,MAPbI3,19.68,1.04,19.78,1.6
10.1039/c6ta10470c,MAPbI,MAPbI3,19.68,1.02,20.51,1.6
10.1002/adfm.201503160,MAPbI,MAPbI3,19.67,0.85,20.9,1.5
10.1016/j.apsusc.2018.08.088,MAPbI,MAPbI3,19.67,1.01,21.83,1.6
10.1039/C8TC02754D,MAPbI,MAPbI3,19.66,1.04,20.62,1.6
10.1016/j.nanoen.2019.03.014,MAPbI | BAMAPbI,MAPbI3 | BA2MA2Pb3I310,19.66,1.02,23.37,1.52
10.1016/j.nanoen.2019.03.014,MAPbI | BAMAPbI,MAPbI3 | BA2MA2Pb3I310,19.66,1.02,23.37,1.52
10.1016/j.solener.2017.12.043,MAPbI,MAPbI3,19.66,1.07,20.48,1.6
10.1016/j.nanoen.2019.05.072,MAPbI,MAPbI3,19.652,1.09,20.33,1.63
10.1021/acsaem.9b01004,MAPbI,MAPbI3,19.65,1.06,20.17,1.5
10.1016/j.solmat.2020.110553,MAPbI,MAPbI3,19.65,0.995,20.07,
10.1021/acsaem.9b01004,MAPbI,MAPbI3,19.65,1.06,20.17,1.5
10.1016/j.solmat.2020.110553,MAPbI,MAPbI3,19.65,0.995,20.07,
10.1007/s10853-017-1264-6,MAPbI,MAPbI3,19.65,0.77,11.99,1.57
10.1016/j.apsusc.2017.02.150,MAPbI,MAPbI3,19.65,0.99,21.7,1.6
10.1002/solr.201900207,MAPbI,MAPbI3,19.64,1.06,20.16,1.6
10.1039/c7ee02685d,MAPbI,MAPbI3,19.64,1.08,22.56,1.62
10.1039/c7ee02685d,MAPbI,MAPbI3,19.64,1.08,22.34,1.62
10.1364/OME.7.002150,MAPbI,MAPbI3,19.63,1.002,20.0,1.6
10.1021/jacs.8b01783,MAPbI,MAPbI3,19.63,1.07,20.21,1.6
10.1016/j.electacta.2018.10.138,MAPbI,MAPbI3,19.63,0.98,19.31,1.6
10.1016/j.nanoen.2016.08.001,MAPbI,MAPbI3,19.62,1.11,22.67,1.6
10.1016/j.jpowsour.2018.11.081,MAPbI,MAPbI3,19.62,1.01,21.23,1.6
10.1021/acs.jpclett.7b02848,MAPbI,MAPbI3,19.62,0.96,19.62,1.6
10.1039/c8ta12140k,MAPbI,MAPbI3,19.62,1.05,22.83,1.6
10.1039/c8tc01955j,MAPbI,MAPbI3,19.61,1.103,20.22,1.61
10.2494/photopolymer.29.581,MAPbI,MAPbI3,19.61,0.95,15.6,1.6
10.1002/advs.201801170,MAPbI,MAPbI3,19.6,1.07,19.6,1.6
10.1002/cssc.201702248,MAPbI,MAPbI3,19.6,0.98,20.99,1.6
10.1021/acsami.9b05101,MAPbI,MAPbI3,19.6,1.11,21.57,1.6
10.1021/acsami.5b06819,MAPbI,MAPbI3,19.6,0.99,20.5,1.6
10.1002/solr.201900154,MAPbI,MAPbI3,19.6,1.078,20.92,1.6
10.1021/acsaem.8b00726,MAPbI,MAPbI3,19.6,1.06,21.56,1.6
10.1016/j.jpowsour.2017.05.083,MAPbI,MAPbI3,19.6,1.02,22.6,1.55
10.1039/c6ta08799j,MAPbI,MAPbI3,19.6,1.07,20.6,1.6
10.1039/c6ta04600b,MAPbI,MAPbI3,19.6,0.982,20.1,
10.1016/j.orgel.2018.05.052,MAPbI,MAPbI3,19.6,1.05,20.32,1.6
10.1039/c6qm00379f,MAPbI,MAPbI3,19.6,0.96,20.1,1.6
10.1016/j.cej.2016.10.110,MAPbI,MAPbI3,19.6,1.01,19.8,1.6
10.1021/acsenergylett.7b01217,MAPbI,MAPbI3,19.6,1.094,19.6,1.6
10.1021/acssuschemeng.8b05139,MAPbI,MAPbI3,19.58,1.058,22.194000000000003,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,19.58,1.022,20.19,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,19.58,1.022,20.19,1.6
10.1016/j.solener.2020.03.086,MAPbI,MAPbI3,19.58,1.07,20.3,1.63
10.1016/j.solmat.2017.07.022,MAPbI,MAPbI3,19.58,0.94,19.63,1.58
10.1002/adma.201606656,MAPbI,MAPbI3,19.573,1.186,20.5,1.6
10.1039/c6qm00097e,MAPbI,MAPbI3,19.57,1.023,21.17,1.5
10.1021/acsami.8b05172,MAPbI,MAPbI3,19.57,1.04,21.96,1.6
10.1039/c7tc03368k,MAPbI,MAPbI3,19.57,1.052,20.63,
10.1021/acsami.7b07192,MAPbI,MAPbI3,19.55,1.04,19.77,1.6
10.1002/cssc.201700635,MAPbI,MAPbI3,19.54,1.031,21.81,1.55
10.3866/PKU.WHXB201803131,MAPbI,MAPbI3,19.54,1.018,20.1,1.6
10.1002/adfm.201600910,MAPbI,MAPbI3,19.54,1.05,22.76,1.59
10.1002/cssc.201700635,MAPbI,MAPbI3,19.54,1.044,21.434,1.55
10.1039/c7ee02685d,MAPbI,MAPbI3,19.54,1.06,22.84,1.62
10.1002/ente.201800939,MAPbI,MAPbI3,19.53,1.01,21.05,1.6
10.1039/c6ta07541j,MAPbI,MAPbI3,19.52,0.912,20.32,1.5
10.1002/solr.201900415,MAPbI,MAPbI3,19.52,1.09,22.32,1.6
10.1039/c6ta07541j,MAPbI,MAPbI3,19.52,1.024,21.62,1.5
10.1039/c6ta07541j,MAPbI,MAPbI3,19.52,1.036,21.44,1.5
10.1039/c6ta07541j,MAPbI,MAPbI3,19.52,1.057,22.9,1.5
10.1021/acsami.6b13372,MAPbI,MAPbI3,19.52,0.988,20.51,1.6
10.1021/acsami.9b17580,MAPbI,MAPbI3,19.51,1.12,20.62,1.6
10.1002/ente.201800066,MAPbI,MAPbI3,19.51,1.04,19.94,1.6
10.1039/c8ra01571f,MAPbI,MAPbI3,19.5,1.04,20.49,1.6
10.1002/adfm.201909738,MAPbI,MAPbI3,19.5,,,1.6
10.1002/advs.201600504,MAPbI,MAPbI3,19.5,0.94,20.26,1.6
10.1016/j.jallcom.2017.11.205,MAPbI,MAPbI3,19.5,1.053,21.38,1.6
10.3866/PKU.WHXB201803131,MAPbI,MAPbI3,19.5,1.0490000000000002,19.48,1.6
10.1039/c6tc05081f,MAPbI,MAPbI3,19.5,0.99,19.9,1.55
10.1016/j.jpowsour.2016.05.060,MAPbI,MAPbI3,19.5,1.04,22.42,1.6
10.1021/acsami.6b09978,MAPbI,MAPbI3,19.5,0.98,20.2,1.6
10.1002/adma.201603850,MAPbI,MAPbI3,19.5,0.96,21.3,1.6
10.1021/acsenergylett.6b00254,MAPbI,MAPbI3,19.5,1.072,20.1,1.6
10.1021/acssuschemeng.8b06606,MAPbI,MAPbI3,19.5,0.996,22.02,1.6
10.1002/cssc.201800625,MAPbI,MAPbI3,19.5,1.03,21.71,1.6
10.1007/s10854-019-01090-w,MAPbI,MAPbI3,19.5,1.03,19.43,1.6
10.1038/NNANO.2014.181,MAPbI,MAPbI3,19.5,1.098,20.82,1.6
10.1039/c6ta08799j,MAPbI,MAPbI3,19.5,1.08,20.3,1.6
10.1016/j.nanoen.2017.05.061,MAPbI,MAPbI3,19.5,1.01,20.45,1.6
10.1039/c6ta10526b,MAPbI,MAPbI3,19.5,1.04,20.46,1.6
10.1002/solr.201900104,MAPbI,MAPbI3,19.5,1.07,21.2,1.6
10.1016/j.solmat.2017.01.038,MAPbI,MAPbI3,19.5,0.99,20.38,1.6
10.1002/smll.201604153,MAPbI,MAPbI3,19.5,1.06,20.14,1.6
10.1016/j.jpowsour.2019.02.017,MAPbI,MAPbI3,19.5,0.99,20.1,1.5
10.1016/j.orgel.2018.05.052,MAPbI,MAPbI3,19.5,1.02,19.77,1.6
10.1016/j.electacta.2018.06.015,MAPbI,MAPbI3,19.5,0.979,20.63,1.6
10.1039/c9ra04907j,MAPbI,MAPbI3,19.5,0.95,19.9,1.6
10.1021/acsami.6b13372,MAPbI,MAPbI3,19.5,0.98,20.33,1.6
10.1016/j.nanoen.2016.08.048,MAPbI,MAPbI3,19.5,1.02,19.85,1.6
10.1021/acsami.9b19538,MAPbI,MAPbI3,19.5,1.1,21.2,1.6
10.1021/acsami.9b19538,MAPbI,MAPbI3,19.5,1.1,21.2,1.6
10.1016/j.jpowsour.2016.04.124,MAPbI,MAPbI3,19.5,0.898,20.3,1.6
10.1039/c7ta02822a,MAPbI,MAPbI3,19.49,1.055,21.24,1.6
10.1109/JPHOMV.2018.2877002,MAPbI,MAPbI3,19.48,1.074,21.76,1.6
10.1021/acsami.7b09146,MAPbI,MAPbI3,19.48,1.03,18.58,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,19.47,1.0,20.49,1.6
10.1021/acsami.6b03276,MAPbI,MAPbI3,19.47,1.08,20.18,1.6
10.1039/c8ta00769a,MAPbI,MAPbI3,19.45,1.04,21.23,1.6
10.1039/c6qm00097e,MAPbI,MAPbI3,19.45,1.012,20.58,1.5
10.1039/c7ee02685d,MAPbI,MAPbI3,19.43,1.07,22.5,1.62
10.1088/1361-6463/aa9d30,MAPbI,MAPbI3,19.43,1.01,21.23,1.5
10.1002/ente.201600555,MAPbI,MAPbI3,19.43,1.019,20.326,1.6
10.1039/c8ra08940j,MAPbI,MAPbI3,19.42,1.05,20.78,1.6
10.1016/j.apsusc.2019.143610,MAPbI,MAPbI3,19.42,0.979,20.46,1.6
10.1016/j.synthmet.2018.07.017,MAPbI,MAPbI3,19.42,1.02,20.37,1.6
10.7567/JJAP.54.100305,MAPbI,MAPbI3,19.42,0.94,21.17,1.5
10.1021/acsami.8b05172,MAPbI,MAPbI3,19.41,1.07,22.01,1.6
10.1063/1.4918751,MAPbI,MAPbI3,19.4,0.87,19.3,1.55
10.1039/c6qm00309e,MAPbI,MAPbI3,19.4,0.98,20.3,1.6
10.1016/j.jpowsour.2017.10.067,MAPbI,MAPbI3,19.4,1.11,18.41,1.6
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,19.4,1.04,20.32,1.6
10.1021/acs.nanolett.6b05177,MAPbI,MAPbI3,19.4,1.036,19.1,1.6
10.1002/solr.201700096,MAPbI,MAPbI3,19.4,1.007,19.5,1.6
10.1039/c8ee01831f,MAPbI,MAPbI3,19.4,1.06,19.4,1.6
10.1039/c7ta10871k,MAPbI,MAPbI3,19.4,1.05,20.25,1.55
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,19.4,1.04,20.32,1.6
10.1038/nphoton.2013.342,MAPbI,MAPbI3,19.4,1.03,20.4,1.6
10.1021/acs.jpcc.6b05406,MAPbI,MAPbI3,19.4,0.971,19.83,1.6
10.1016/j.jpowsour.2018.04.049,MAPbI,MAPbI3,19.4,1.0,21.06,1.6
10.1016/j.solmat.2018.04.021,MAPbI,MAPbI3,19.4,1.05,19.6,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,19.4,1.09,19.3,1.59
10.1016/j.electacta.2019.134924,MAPbI,MAPbI3,19.4,1.04,20.32,1.6
10.1039/c7ta10945h,MAPbI,MAPbI3,19.4,0.901,,1.6
10.1039/c6ta07004c,MAPbI,MAPbI3,19.4,1.08,19.7,1.6
10.1039/c8tc01956h,MAPbI,MAPbI3,19.4,0.88,20.04,1.61
10.1002/adma.201502586,MAPbI,MAPbI3,19.4,1.08,22.0,1.6
10.1021/acsami.8b18530,MAPbI,MAPbI3,19.38,0.941,19.76,1.6
10.1002/admi.201901406,MAPbI,MAPbI3,19.38,1.06,22.26,1.6
10.1016/j.nanoen.2017.11.003,MAPbI,MAPbI3,19.37,0.885,19.6,1.6
10.1016/j.tsf.2018.05.002,MAPbI,MAPbI3,19.36,0.97,21.6,1.6
10.1109/JPHOTOV.2015.2455345,MAPbI,MAPbI3,19.36,0.8,20.26,1.6
10.1002/solr.201800325,MAPbI,MAPbI3,19.34,0.75,18.57,1.6
10.1007/s10853-017-1842-7,MAPbI,MAPbI3,19.34,0.79,20.48,1.59
10.1039/c7ta10366b,MAPbI,MAPbI3,19.34,0.99,19.87,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,19.32,0.96,20.19,1.6
10.1039/c7nr01135k,MAPbI,MAPbI3,19.31,0.9,19.19,1.6
10.1016/j.jechem.2015.10.021,MAPbI,MAPbI3,19.3,0.95,19.6,1.6
10.1039/c5ra14587b,MAPbI,MAPbI3,19.3,1.05,19.6,1.6
10.1039/c6sc02448c,MAPbI,MAPbI3,19.3,0.99,20.1,1.6
10.1016/j.mtener.2017.09.007,MAPbI,MAPbI3,19.3,1.07,19.5,1.59
10.1021/acsami.6b06847,MAPbI,MAPbI3,19.3,0.98,20.13,1.6
10.1039/c5nr05042a,MAPbI,MAPbI3,19.3,0.92,19.92,1.6
10.1039/d0ra01501f,MAPbI,MAPbI3,19.3,1.14,20.0,
10.1016/j.dyepig.2018.12.010,MAPbI,MAPbI3,19.3,1.09,20.3,1.6
10.1002/solr.201700096,MAPbI,MAPbI3,19.3,0.946,18.91,1.6
10.1016/j.orgel.2018.01.029,MAPbI,MAPbI3,19.3,0.92,21.96,1.6
10.1021/acs.jpcc.8b01026,MAPbI,MAPbI3,19.3,1.04,21.58,1.59
10.1002/ente.201700377,MAPbI,MAPbI3,19.3,1.01,22.02,1.6
10.1039/c9tc00902g,MAPbI,MAPbI3,19.29,1.06,19.05,1.6
10.3390/nano9070932,FAMAPbI,FAMAPbI3,19.29,0.94,21.14,
10.1016/j.electacta.2016.05.122,MAPbI,MAPbI3,19.29,0.021,1.007,1.6
10.1016/j.materresbull.2018.03.027,MAPbI,MAPbI3,19.29,1.02,19.63,1.6
10.1016/j.jallcom.2020.153730,MAPbI,MAPbI3,19.27,1.02,22.7,
10.1002/adfm.201503160,MAPbI,MAPbI3,19.25,0.84,20.61,1.5
10.1007/s10853-018-2190-y,MAPbI,MAPbI3,19.25,1.06,19.35,1.6
10.1039/c6ta07876a,MAPbI,MAPbI3,19.25,1.03,19.23,1.6
10.1021/acsenergylett.8b00428,MAPbI,MAPbI3,19.25,0.69,15.25,1.6
10.1039/c6ra01894g,MAPbI,MAPbI3,19.24,1.08,20.28,1.6
10.1002/smll.201701535,MAPbI,MAPbI3,19.24,1.08,20.6,1.59
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,19.24,0.96,19.82,1.6
10.1016/j.solener.2018.09.002,MAPbI,MAPbI3,19.23,1.01,24.56,1.6
10.1021/cm504558g,MAPbI,MAPbI3,19.23,0.95,19.78,1.6
10.1039/c7ra10695e,MAPbI,MAPbI3,19.23,1.04,21.3,1.6
10.1021/acsaem.7b00300,MAPbI,MAPbI3,19.22,1.01,20.82,1.6
10.1021/acsaem.7b00300,MAPbI,MAPbI3,19.22,0.985,17.13,1.6
10.1039/c6ra18729c,MAPbI,MAPbI3,19.21,0.74,16.7,1.6
10.1039/c6ra18729c,MAPbI,MAPbI3,19.21,0.8,21.37,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,19.21,1.03,19.1,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,19.21,1.014,19.65,1.6
10.1039/c5ta02502h,MAPbI,MAPbI3,19.2,0.97,20.7,1.6
10.1021/acsami.7b04894,MAPbI,MAPbI3,19.2,1.022,21.62,1.6
10.1016/j.solener.2019.02.020,MAPbI,MAPbI3,19.2,1.02,20.45,1.61
10.1038/ncomms8081,MAPbI,MAPbI3,19.2,1.09,18.0,1.6
10.1002/adma.201500465,MAPbI,MAPbI3,19.2,0.94,21.15,1.6
10.1021/acsenergylett.0c00497,CsMAPbI,CsMAPbI3,19.2,1.06,20.1,
10.1039/c6tc03624d,MAPbI,MAPbI3,19.2,1.008,18.8,1.6
10.1002/cssc.201600860,MAPbI,MAPbI3,19.2,1.07,20.6,1.6
10.1002/adfm.201706777,MAPbI,MAPbI3,19.2,0.89,20.25,1.6
10.1039/c5ee00222b,MAPbI,MAPbI3,19.2,0.88,20.17,1.5
10.1002/aenm.201702872,MAPbI,MAPbI3,19.2,,19.8,1.6
10.1002/admi.201500420,MAPbI,MAPbI3,19.2,1.06,20.9,1.59
10.1063/1.4901510,MAPbI,MAPbI3,19.2,1.05,20.3,1.6
10.1007/s10854-019-01561-0,MAPbI,MAPbI3,19.2,0.88,18.6,1.6
10.1039/c6ta08799j,MAPbI,MAPbI3,19.2,0.99,20.0,1.6
10.1021/acsami.8b09266,MAPbI,MAPbI3,19.2,1.04,16.12,1.6
10.1021/acs.jpcc.6b05406,MAPbI,MAPbI3,19.2,0.976,20.25,1.6
10.1021/acsaem.9b01997,MAPbI,MAPbI3,19.2,0.96,7.0,1.6
10.1039/c4ta03674c,MAPbI,MAPbI3,19.2,1.05,19.98,1.6
10.1007/s12274-014-0534-8,MAPbI,MAPbI3,19.2,0.97,20.5,1.6
10.1016/j.solener.2019.07.088,MAPbI,MAPbI3,19.2,0.95,19.8,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,19.2,1.0,18.9,1.6
10.1002/slct.201700776,MAPbI,MAPbI3,19.2,1.011,20.61,1.6
10.1117/12.2237085,MAPbI,MAPbI3,19.2,1.1,19.5,1.6
10.1002/admi.201600593,MAPbI,MAPbI3,19.2,1.1,19.5,1.6
10.1016/j.dyepig.2018.12.010,MAPbI,MAPbI3,19.2,1.09,19.8,1.6
10.1002/adfm.201706777,MAPbI,MAPbI3,19.2,0.89,20.25,1.6
10.1039/c6ta00989a,MAPbI,MAPbI3,19.2,1.036,20.4,1.6
10.1002/adfm.201808625,MAPbI,MAPbI3,19.19,1.04,19.39,1.6
10.1007/s10854-018-0319-z,MAPbI,MAPbI3,19.18,1.09,21.72,1.6
10.1016/j.jallcom.2019.05.204,MAPbI,MAPbI3,19.18,1.085,19.609,1.59
10.1021/acsaem.8b02145,MAPbI,MAPbI3,19.18,,,1.6
10.1021/acsaem.8b02145,MAPbI,MAPbI3,19.18,,,1.6
10.1021/acsami.7b01282,MAPbI,MAPbI3,19.18,0.962,19.81,1.6
10.1016/j.nanoen.2016.02.050,MAPbI,MAPbI3,19.18,1.01,21.7,1.6
10.1021/acs.jpclett.6b02843,MAPbI,MAPbI3,19.17,0.915,19.74,1.6
10.1016/j.nanoen.2019.104099,MAPbI,MAPbI3,19.15,1.0,20.1,1.6
10.1021/acsami.7b15195,MAPbI,MAPbI3,19.15,1.01,20.24,1.6
10.1016/j.nanoen.2017.08.014,MAPbI,MAPbI3,19.142,1.1,19.41,1.6
10.1016/j.surfin.2017.12.006,MAPbI,MAPbI3,19.13,1.03,20.17,1.6
10.1039/c9ta01278h,MAPbI,MAPbI3,19.13,1.02,21.8,1.6
10.1016/j.orgel.2017.06.006,MAPbI,MAPbI3,19.12,1.085,18.24,1.6
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,19.12,0.98,20.27,1.6
10.1021/acsami.6b09978,MAPbI,MAPbI3,19.1,0.92,19.56,1.6
10.1021/acsami.7b14499,MAPbI,MAPbI3,19.1,1.06,18.6,1.6
10.1039/c9tc03877a,MAPbI,MAPbI3,19.1,1.01,18.01,1.6
10.1039/c4ta07036d,MAPbI,MAPbI3,19.1,1.05,20.1,1.63
10.1364/OME.7.002150,MAPbI,MAPbI3,19.1,0.9,19.5,1.6
10.1002/adma.201701440,MAPbI,MAPbI3,19.1,1.09,19.5,1.6
10.1016/j.nanoen.2015.05.027,MAPbI,MAPbI3,19.1,1.0,19.8,1.55
10.1021/acs.nanolett.8b02863,MAPbI,MAPbI3,19.1,1.047,21.2,1.6
10.1039/c5ee03620h,MAPbI,MAPbI3,19.1,1.03,19.6,1.6
10.1002/cphc.201700536,MAPbI,MAPbI3,19.09,0.99,19.9,1.6
10.1016/j.solener.2017.08.011,MAPbI,MAPbI3,19.09,1.03,21.5,1.6
10.1016/j.solener.2017.08.011,MAPbI,MAPbI3,19.09,1.03,21.5,1.6
10.1016/j.orgel.2016.11.031,MAPbI,MAPbI3,19.09,0.87,19.08,1.6
10.1016/j.nanoen.2017.05.040,MAPbI,MAPbI3,19.09,1.13,22.25,1.6
10.1016/j.dyepig.2016.08.002,MAPbI,MAPbI3,19.09,1.052,19.14,1.6
10.1002/solr.201800297,MAPbI,MAPbI3,19.08,1.04,20.74,1.6
10.1016/j.solener.2016.09.048,MAPbI,MAPbI3,19.08,1.001,19.02,1.6
10.1021/acsaem.9b01928,MAPbI,MAPbI3,19.07,0.82,20.88,1.61
10.1016/j.jechem.2019.03.023,MAPbI,MAPbI3,19.063,0.908,19.983,1.5
10.1016/j.electacta.2018.07.178,MAPbI,MAPbI3,19.06,0.99,18.71,1.6
10.1016/j.matlet.2019.03.073,MAPbI,MAPbI3,19.05,1.01,19.7,1.607
10.1039/c8cp00563j,MAPbI,MAPbI3,19.05,1.06,20.23,1.6
10.1039/c8cp91812k,MAPbI,MAPbI3,19.05,1.06,20.23,1.5
10.1002/adfm.201803126,MAPbI,MAPbI3,19.04,1.021,19.64,1.6
10.1016/j.jpowsour.2018.03.079,MAPbI,MAPbI3,19.03,1.04,19.22,1.6
10.1016/j.mtener.2016.11.001,MAPbI,MAPbI3,19.01,1.04,19.4,1.6
10.1002/ente.201600555,MAPbI,MAPbI3,19.01,0.942,20.231,1.6
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,19.01,0.98,19.28,1.6
10.1021/acsami.6b11860,MAPbI,MAPbI3,19.01,1.1,19.0,1.6
10.1039/c6cc01249c,MAPbI,MAPbI3,19.01,1.06,19.33,1.6
10.1016/j.jpowsour.2015.03.152,MAPbI,MAPbI3,19.0,0.86,20.08,1.6
10.1246/cl.180219,MAPbI,MAPbI3,19.0,0.94,20.31,1.6
10.1186/s11671-017-1992-1,MAPbI,MAPbI3,19.0,1.22,18.0,1.6
10.1002/adfm.201807094,MAPbI,MAPbI3,19.0,1.07,20.41,1.6
10.1186/s11671-017-1992-1,MAPbI,MAPbI3,19.0,1.18,23.5,1.6
10.1021/acs.jpcc.5b09322,MAPbI,MAPbI3,19.0,1.02,19.4,1.55
10.1038/s41598-017-08642-2,MAPbI,MAPbI3,19.0,0.84,19.5,1.6
10.1016/j.apsusc.2016.06.187,MAPbI,MAPbI3,19.0,0.99,20.7,1.6
10.1021/acsaem.7b00194,MAPbI,MAPbI3,19.0,0.932,10.9,1.6
10.1021/acs.jpcc.5b09322,MAPbI,MAPbI3,19.0,1.02,19.9,1.55
10.1039/c6nr04288k,MAPbI,MAPbI3,19.0,0.79,22.9,1.6
10.1016/j.nanoen.2017.06.016,MAPbI,MAPbI3,19.0,0.995,18.03,1.6
10.1021/acsaem.9b01997,MAPbI,MAPbI3,19.0,0.91,2.0,1.6
10.1016/j.electacta.2018.06.015,MAPbI,MAPbI3,19.0,1.001,20.69,1.6
10.1186/s11671-017-1992-1,MAPbI,MAPbI3,19.0,1.05,23.0,1.6
10.1186/s11671-017-1992-1,MAPbI,MAPbI3,19.0,1.03,19.4,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,19.0,,,1.53
10.1021/acsaem.9b01997,MAPbI,MAPbI3,19.0,0.92,2.9,1.6
10.1021/acsami.7b15031,MAPbI,MAPbI3,19.0,1.06,19.57,1.59
10.1039/c5ee01720c,MAPbI,MAPbI3,19.0,1.1,20.6,1.6
10.1039/c5ee01720c,MAPbI,MAPbI3,19.0,1.11,21.0,1.6
10.1002/cphc.201900824,MAPbI,MAPbI3,19.0,1.056,19.27,1.614
10.1002/anie.201604399,MAPbI,MAPbI3,19.0,1.0,19.44,1.6
10.1002/solr.201700096,MAPbI,MAPbI3,19.0,0.959,18.7,1.6
10.5796/electrochemistry.85.231,MAPbI,MAPbI3,19.0,1.05,19.3,1.6
10.1002/ente.201500421,MAPbI,MAPbI3,19.0,0.97,18.0,1.6
10.1016/j.solmat.2017.01.040,MAPbI,MAPbI3,19.0,0.96,21.93,1.6
10.1039/c9ta02808k,MAPbI,MAPbI3,19.0,1.06,22.0,1.6
10.1016/j.solmat.2015.01.023,MAPbI,MAPbI3,19.0,0.89,18.4,1.6
10.1002/cphc.201900824,MAPbI,MAPbI3,19.0,1.039,19.13,1.606
10.1039/c6ta08021a,MAPbI,MAPbI3,19.0,0.927,20.2,1.6
10.1021/acs.jpcc.8b07124,MAPbI,MAPbI3,19.0,1.044,20.7,1.6
10.1016/j.jpowsour.2017.06.013,MAPbI,MAPbI3,19.0,0.84,21.07,1.6
10.1002/adma.201604984,MAPbI,MAPbI3,19.0,1.08,21.45,1.6
10.1016/j.optmat.2019.05.015,MAPbI,MAPbI3,19.0,1.0,21.15,1.62
10.1016/j.mtener.2017.06.003,MAPbI,MAPbI3,19.0,1.05,20.31,1.6
10.1021/acsami.6b13372,MAPbI,MAPbI3,19.0,0.99,18.5,1.6
10.1016/j.nanoen.2016.08.006,MAPbI,MAPbI3,19.0,0.79,20.4,1.6
10.1016/j.dyepig.2017.08.007,MAPbI,MAPbI3,19.0,1.04,20.6,1.5
10.1039/c6ta01839d,MAPbI,MAPbI3,19.0,1.003,21.44,1.5
10.1002/cphc.201900824,MAPbI,MAPbI3,19.0,1.033,18.98,1.6
10.1246/cl.180219,MAPbI,MAPbI3,19.0,0.94,20.26,1.6
10.1039/c7ee02685d,MAPbI,MAPbI3,19.0,1.03,21.24,1.62
10.1186/s11671-017-1992-1,MAPbI,MAPbI3,19.0,1.1,16.0,1.6
10.1016/j.jpowsour.2016.01.044,MAPbI,MAPbI3,18.99,0.96,18.98,1.6
10.1016/j.solmat.2020.110553,MAPbI,MAPbI3,18.98,0.984,19.51,
10.1016/j.solmat.2020.110553,MAPbI,MAPbI3,18.98,0.984,19.51,
10.1016/j.solener.2018.07.057,MAPbI,MAPbI3,18.98,0.79,19.58,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,18.97,0.898,19.36,1.6
10.1021/acsami.7b19053,MAPbI,MAPbI3,18.97,1.01,19.49,1.6
10.1016/j.orgel.2017.12.017,MAPbI,MAPbI3,18.96,1.02,17.71,1.59
10.1021/acsaem.8b00277,MAPbI,MAPbI3,18.96,1.0,21.0,1.6
10.1039/C8TC02754D,MAPbI,MAPbI3,18.96,0.66,20.33,1.6
10.1021/acs.jpcc.6b05255,MAPbI,MAPbI3,18.95,0.981,19.46,1.6
10.1039/c8cp03223h,MAPbI,MAPbI3,18.95,0.02,1.02,1.6
10.1039/c9tc03941d,MAPbI,MAPbI3,18.94,1.02,18.68,1.5
10.1016/j.jpowsour.2017.11.070,MAPbI,MAPbI3,18.93,0.965,19.33,1.56
10.1002/adma.201404147,MAPbI,MAPbI3,18.93,0.99,19.58,1.6
10.1039/c8ra01571f,MAPbI,MAPbI3,18.92,0.99,19.55,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,18.91,1.024,19.27,1.6
10.1021/acsami.6b10418,MAPbI,MAPbI3,18.9,1.06,19.3,1.595
10.1038/srep30759,MAPbI,MAPbI3,18.9,,,1.6
10.1039/c8tc01956h,MAPbI,MAPbI3,18.9,0.83,19.38,1.61
10.1021/acsami.6b09978,MAPbI,MAPbI3,18.9,0.88,19.23,1.6
10.1039/c5nr04250j,MAPbI,MAPbI3,18.9,1.07,17.8,1.6
